0.22019	0.000225205	0.00251363
0.000160999	0.000125488	0.00243799
0.00059994	0.000197417	0.00652686
0.000796981	0.000488287	0.00907418
0.00100568	0.000680194	0.0184928
0.00114622	0.00101875	0.0298107
0.00130396	0.00154689	0.0393793
0.00156676	0.00211329	0.0573493
0.00187249	0.00302722	0.0733462
0.00216861	0.00393492	0.0952117
0.0026458	0.0049412	0.130532
0.00333295	0.0058773	0.143211
0.00372658	0.00741462	0.489723
0.0041242	0.00902406	8.22372
0.0052466	0.01122	0.420523
0.00527058	0.0135562	0.911088
0.0058286	0.0174152	2.21667
0.00687257	0.022089	8.37161
0.00812352	0.0324658	40.86
