0.241811	0.241811	0.241811
8.5472e-05	8.5472e-05	8.5472e-05
5.9641e-05	5.9641e-05	5.9641e-05
5.185e-05	5.185e-05	5.185e-05
5.9531e-05	5.9531e-05	5.9531e-05
7.0305e-05	7.0305e-05	7.0305e-05
8.206e-05	8.206e-05	8.206e-05
6.2014e-05	6.2014e-05	6.2014e-05
6.0983e-05	6.0983e-05	6.0983e-05
6.6667e-05	6.6667e-05	6.6667e-05
5.4933e-05	5.4933e-05	5.4933e-05
6.0377e-05	6.0377e-05	6.0377e-05
8.5758e-05	8.5758e-05	8.5758e-05
0.000112032	0.000112032	0.000112032
0.000116016	0.000116016	0.000116016
0.000690751	0.000690751	0.000690751
0.000493307	0.000493307	0.000493307
0.00113671	0.00113671	0.00113671
0.00168155	0.00168155	0.00168155
0.00239589	0.00239589	0.00239589
0.00430587	0.00430587	0.00430587
0.00768146	0.00768146	0.00768146
0.014537	0.014537	0.014537
0.0271582	0.0271582	0.0271582
0.0539714	0.0539714	0.0539714
0.106352	0.106352	0.106352
0.212586	0.212586	0.212586
0.419268	0.419268	0.419268
0.888391	0.888391	0.888391
